schoolID,name_full,city,state,country
upperiowa,Upper Iowa University,Fayette,IA,USA
ursinus,Ursinus College,Collegeville,PA,USA
usc,University of Southern California,Los Angeles,CA,USA
uscaiken,University of South Carolina Aiken,Aiken,SC,USA
utah,University of Utah,Salt Lake City,UT,USA
utahst,Utah State University,Logan,UT,USA
utahvalley,Utah Valley State University,Orem,UT,USA
utarl,University of Texas at Arlington,Arlington,TX,USA
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,USA
utdixie,Dixie State College of Utah,St. George,UT,USA
utep,University of Texas at El Paso,El Paso,TX,USA
utpanam,University of Texas Pan American,Edinburg,TX,USA
utslxxo,Salt Lake Community College,Salt Lake City,UT,USA
utsnojc,Snow College,Ephraim,UT,USA
vaappre,Newport News Apprentice School,Newport News,VA,USA
vaemenn,Eastern Mennonite University,Harrisonburg,VA,USA
valdostast,Valdosta State University,Valdosta,GA,USA
valpo,Valparaiso University,Valparaiso,IN,USA
vamedic,Medical College of Virginia,Richmond,VA,USA
vandy,Vanderbilt University,Nashville,TN,USA
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,USA
vatech,Virginia Polytechnic Institute and State University,Blacksburg,VA,USA
vcu,Virginia Commonwealth University,Richmond,VA,USA
vermont,University of Vermont,Burlington,VT,USA
villanova,Villanova University,Villanova,PA,USA
virginia,University of Virginia,Charlottesville,VA,USA
virginiast,Virginia State University,Petersburg,VA,USA
viterbowi,Viterbo University,La Crosse,WI,USA
vmi,Virginia Military Institute,Lexington,VA,USA
wabashin,Wabash College,Crawfordsville,IN,USA
wabelle,Bellevue Community College,Bellevue,WA,USA
wacentr,Centralia College,Centralia,WA,USA
waclark,Clark College,Vancouver,WA,USA
wacolum,Columbia Basin College,Pasco,WA,USA
waedmon,Edmonds Community College,Lynnwood,WA,USA
waevere,Everett Community College,Everett,WA,USA
wagner,Wagner College,Staten Island,NY,USA
wagreen,Green River Community College,Auburn,WA,USA
wake,Wake Forest University,Winston-Salem,NC,USA
walabama,University of West Alabama,Livingston,AL,USA
walower,Lower Columbia College,Longview,WA,USA
waolymp,Olympic College,Bremerton,WA,USA
warnerpac,Warner Pacific College,Portland,OR,USA
wasfcco,Spokane Falls Community College,Spokane,WA,USA
washburn,Washburn University,Topeka,KS,USA
washcollmd,Washington College,Chestertown,MD,USA
washcolltn,Washington College,Jonesborough,TN,USA
washington,University of Washington,Seattle,WA,USA
washjeffpa,Washington and Jefferson College,Washington,PA,USA
washleeva,Washington and Lee University,Lexington,VA,USA
washore,Shoreline Community College,Shoreline,WA,USA
washst,Washington State University,Pullman,WA,USA
watacom,Tacoma Community College,Tacoma,WA,USA
wawalla,Walla Walla Community College,Walla Walla,WA,USA
wawenat,Wenatchee Valley College,Wenatchee,WA,USA
wayakim,Yakima Valley Community College,Yakima,WA,USA
waynesburg,Waynesburg College,Waynesburg,PA,USA
waynest,Wayne State University,Detroit,MI,USA
waynestne,Wayne State College,Wayne,NE,USA
wcarolina,Western Carolina University,Cullowhee,NC,USA
wchester,West Chester University of Pennsylvania,West Chester,PA,USA
wconnst,Western Connecticut State University,Danbury,CT,USA
weberst,Weber State College,Ogden,UT,USA
wesleyanct,Wesleyan University,Middletown,CT,USA
westmontca,Westmont College,Santa Barbara,CA,USA
wflorida,University of West Florida,Pensacola,FL,USA
wgeorgia,State University of West Georgia,Carrollton,GA,USA
wheatonma,Wheaton College,Wheaton,MA,USA
whitmanwa,Whitman College,Walla Walla,WA,USA
whittierca,Whittier College,Whittier,CA,USA
whitwrthwa,Whitworth College,Spokane,WA,USA
wicarro,Carroll College,Waukesha,WI,USA
wichitast,Wichita State University,Wichita,KS,USA
widenerpa,Widener University,Chester,PA,USA
wilacrosse,University of Wisconsin at La Crosse,La Crosse,WI,USA
wilawre,Lawrence University,Appleton,WI,USA
wilbrforce,Wilberforce University,Wilberforce,OH,USA
wileytx,Wiley College,Marshall,TX,USA
wilkespa,Wilkes University,Wilkes-Barre,PA,USA
willamette,Willamette University,Salem,OR,USA
williamsma,Williams College,Williamstown,MA,USA
willinois,Western Illinois University,Macomb,IL,USA
willmary,College of William and Mary,Williamsburg,VA,USA
wingate,Wingate University,Wingate,NC,USA
winstsalst,Winston-Salem State University,Winston-Salem,NC,USA
winthrop,Winthrop University,Rock Hill,SC,USA
wioshkosh,University of Wisconsin at Oshkosh,Oshkosh,WI,USA
wisacre,Sacred Heart College,Watertown,WI,USA
wisconsin,University of Wisconsin at Madison,Madison,WI,USA
wistnor,St. Norbert College,De Pere,WI,USA
wistvnspt,University of Wisconsin at Stevens Point,Stevens Point,WI,USA
wisuperior,University of Wisconsin at Superior,Superior,WI,USA
wittnbrgoh,Wittenberg University,Springfield,OH,USA
wiwhitewtr,University of Wisconsin at Whitewater,Whitewater,WI,USA
wkentucky,Western Kentucky University,Bowling Green,KY,USA
wlibertyst,West Liberty State College,West Liberty,WV,USA
wlmcarey,William Carey College,Hattiesburg,MS,USA
wlmjewell,William Jewell College,Liberty,MO,USA
wlmpennia,William Penn University,Oskaloosa,IA,USA
wmichigan,Western Michigan University,Kalamazoo,MI,USA
wminstermo,Westminster College,Fulton,MO,USA
wminsterpa,Westminster College,New Wilmington,PA,USA
wofford,Wofford College,Spartanburg,SC,USA
woosteroh,College of Wooster,Wooster,OH,USA
wpaterson,William Paterson University,Wayne,NJ,USA
wrightst,Wright State University,Dayton,OH,USA
wshngtonmo,Washington University in St. Louis,St. Louis,MO,USA
wvirginia,West Virginia University,Morgantown,WV,USA
wvpotom,Potomac State College,Keyser,WV,USA
wvstate,West Virginia State University,Institute,WV,USA
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,USA
wwashngton,Western Washington University,Bellingham,WA,USA
wyoming,University of Wyoming,Laramie,WY,USA
xavier,Xavier University,Cincinnati,OH,USA
yale,Yale University,New Haven,CT,USA
youngst,Youngstown State University,Youngstown,OH,USA
