year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1918,NL,BSN,BOS08,1918-04-24,1918-09-02,52,36,127250
1918,AL,CHA,CHI10,1918-04-16,1918-09-01,56,2,39000
1918,NL,CHN,CHI11,1918-04-24,1918-09-01,74,1,2000
1918,NL,CIN,CIN07,1918-04-16,1918-09-02,71,0,0
1918,AL,CLE,CLE06,1918-04-18,1918-08-12,62,3,36000
1918,AL,DET,DET04,1918-04-24,1918-09-02,58,0,0
1918,NL,NY1,NYC14,1918-04-16,1918-08-31,56,20,251700
1918,AL,NYA,NYC14,1918-04-24,1918-09-02,67,1,8000
1918,AL,PHA,PHI11,1918-04-24,1918-08-28,68,0,0
1918,NL,PHI,PHI09,1918-04-16,1918-09-02,57,30,113500
1918,NL,PIT,PIT06,1918-04-25,1918-09-02,71,7,56000
1918,AL,SLA,STL07,1918-04-26,1918-09-01,53,0,0
1918,NL,SLN,STL05,1918-04-16,1918-08-26,73,2,16200
1918,AL,WS1,WAS09,1918-04-15,1918-09-02,74,5,57730
1919,AL,BOS,BOS07,1919-05-01,1919-09-20,66,7,67000
1919,NL,BRO,NYC15,1919-05-02,1919-09-07,70,56,450000
1919,NL,BSN,BOS08,1919-04-19,1919-09-27,68,10,42500
1919,AL,CHA,CHI10,1919-05-02,1919-09-28,70,15,294000
1919,NL,CHN,CHI11,1919-04-24,1919-09-21,71,17,177456
1919,NL,CIN,CIN07,1919-04-23,1919-09-28,70,18,285151
1919,AL,CLE,CLE06,1919-05-01,1919-09-28,69,3,37000
1919,AL,DET,DET04,1919-04-25,1919-09-25,70,13,229000
1919,NL,NY1,NYC14,1919-05-02,1919-09-28,69,43,806000
1919,AL,NYA,NYC14,1919-04-23,1919-09-26,73,54,729500
1919,AL,PHA,PHI11,1919-05-02,1919-09-29,70,7,21200
1919,NL,PHI,PHI09,1919-04-23,1919-09-26,71,11,67400
1919,NL,PIT,PIT06,1919-05-02,1919-09-20,70,13,109000
1919,AL,SLA,STL07,1919-04-23,1919-09-03,70,2,25000
1919,NL,SLN,STL05,1919-05-01,1919-09-28,69,6,25500
1919,AL,WS1,WAS09,1919-04-23,1919-09-28,72,4,43000
1920,AL,BOS,BOS07,1920-04-15,1920-09-28,76,12,137000
1920,NL,BRO,NYC15,1920-04-14,1920-10-03,78,53,645500
1920,NL,BSN,BOS08,1920-04-24,1920-10-02,74,11,58000
1920,AL,CHA,CHI10,1920-04-14,1920-09-27,77,12,286000
1920,NL,CHN,CHI11,1920-04-22,1920-10-03,77,18,155000
1920,NL,CIN,CIN07,1920-04-14,1920-10-03,77,17,184500
1920,AL,CLE,CLE06,1920-04-14,1920-09-25,78,16,292000
1920,AL,DET,DET04,1920-04-22,1920-10-03,78,11,137500
1920,NL,NY1,NYC14,1920-04-14,1920-10-03,80,62,974000
1920,AL,NYA,NYC14,1920-04-22,1920-09-26,77,66,1413288
1920,AL,PHA,PHI11,1920-04-14,1920-10-02,77,11,60400
1920,NL,PHI,PHI09,1920-04-22,1920-09-25,77,14,85500
1920,NL,PIT,PIT06,1920-04-23,1920-10-02,78,17,120800
1920,AL,SLA,STL07,1920-04-22,1920-10-03,78,7,65200
1920,NL,SLN,STL05,1920-04-14,1920-06-06,29,1,1500
1920,NL,SLN,STL07,1920-07-01,1920-09-05,47,6,20500
1920,AL,WS1,WAS09,1920-04-22,1920-10-03,76,13,126000
1921,AL,BOS,BOS07,1921-04-21,1921-10-01,77,14,153500
1921,NL,BRO,NYC15,1921-04-17,1921-10-02,78,73,665000
1921,NL,BSN,BOS08,1921-04-13,1921-09-28,74,19,113000
1921,AL,CHA,CHI10,1921-04-21,1921-10-02,77,13,214000
1921,NL,CHN,CHI11,1921-04-13,1921-09-28,76,21,183500
1921,NL,CIN,CIN07,1921-04-13,1921-10-02,76,24,146034
1921,AL,CLE,CLE06,1921-04-21,1921-09-08,77,15,259000
1921,AL,DET,DET04,1921-04-14,1921-10-02,77,11,154500
1921,NL,NY1,NYC14,1921-04-21,1921-09-10,79,70,1139500
1921,AL,NYA,NYC14,1921-04-13,1921-10-02,78,71,1474000
1921,AL,PHA,PHI11,1921-04-21,1921-09-29,77,11,114000
1921,NL,PHI,PHI09,1921-04-13,1921-10-01,76,19,155500
1921,NL,PIT,PIT06,1921-04-21,1921-09-27,76,29,318300
1921,AL,SLA,STL07,1921-04-13,1921-09-11,77,11,106000
1921,NL,SLN,STL07,1921-04-23,1921-10-02,78,21,166500
1921,AL,WS1,WAS09,1921-04-13,1921-10-02,76,10,89500
1922,AL,BOS,BOS07,1922-04-12,1922-09-30,73,17,93800
1922,NL,BRO,NYC15,1922-04-16,1922-10-01,78,67,563700
1922,NL,BSN,BOS08,1922-04-21,1922-09-27,76,20,60000
1922,AL,CHA,CHI10,1922-04-12,1922-09-24,77,21,332500
1922,NL,CHN,CHI11,1922-04-20,1922-10-01,76,21,222500
1922,NL,CIN,CIN07,1922-04-12,1922-10-01,79,43,301130
1922,AL,CLE,CLE06,1922-04-12,1922-10-01,80,14,228000
1922,AL,DET,DET04,1922-04-20,1922-09-24,77,13,187500
1922,NL,NY1,NYC14,1922-04-12,1922-10-01,79,65,973000
1922,AL,NYA,NYC14,1922-04-20,1922-09-10,77,69,1140000
1922,AL,PHA,PHI11,1922-04-20,1922-09-30,78,13,145000
1922,NL,PHI,PHI09,1922-04-12,1922-09-26,77,21,90500
1922,NL,PIT,PIT06,1922-04-20,1922-09-27,78,20,225500
1922,AL,SLA,STL07,1922-04-20,1922-10-01,77,10,236000
1922,NL,SLN,STL07,1922-04-12,1922-09-02,77,16,134000
1922,AL,WS1,WAS09,1922-04-12,1922-10-01,79,11,141500
1923,AL,BOS,BOS07,1923-04-26,1923-09-29,78,31,197100
1923,NL,BRO,NYC15,1923-04-17,1923-10-07,78,65,650500
1923,NL,BSN,BOS08,1923-04-17,1923-10-06,77,34,154400
1923,AL,CHA,CHI10,1923-04-26,1923-10-04,75,34,470500
1923,NL,CHN,CHI11,1923-04-17,1923-09-30,77,27,390500
1923,NL,CIN,CIN07,1923-04-17,1923-10-07,78,26,268000
1923,AL,CLE,CLE06,1923-04-18,1923-10-07,78,21,234873
1923,AL,DET,DET04,1923-04-26,1923-10-07,77,23,340384
1923,NL,NY1,NYC14,1923-04-26,1923-09-30,77,69,1008000
1923,AL,NYA,NYC16,1923-04-18,1923-10-07,76,71,1578200
1923,AL,PHA,PHI11,1923-04-18,1923-10-03,75,21,253000
1923,NL,PHI,PHI09,1923-04-26,1923-09-29,75,29,83100
1923,NL,PIT,PIT06,1923-04-25,1923-09-26,77,39,477500
1923,AL,SLA,STL07,1923-04-18,1923-10-04,78,59,369000
1923,NL,SLN,STL07,1923-04-25,1923-10-07,78,61,313000
1923,AL,WS1,WAS09,1923-04-26,1923-10-07,79,21,178500
1924,AL,BOS,BOS07,1924-04-15,1924-09-30,77,29,303500
1924,NL,BRO,NYC15,1924-04-20,1924-09-28,77,69,868000
1924,NL,BSN,BOS08,1924-04-23,1924-09-24,76,37,158500
1924,AL,CHA,CHI10,1924-04-15,1924-09-29,77,40,517500
1924,NL,CHN,CHI11,1924-04-23,1924-09-29,78,51,624036
1924,NL,CIN,CIN07,1924-04-15,1924-09-27,76,28,179360
1924,AL,CLE,CLE06,1924-04-23,1924-09-27,75,22,195500
1924,AL,DET,DET04,1924-04-15,1924-09-23,78,28,405297
1924,NL,NY1,NYC14,1924-04-15,1924-09-28,77,70,1182500
1924,AL,NYA,NYC16,1924-04-23,1924-09-07,78,73,1528584
1924,AL,PHA,PHI11,1924-04-23,1924-09-27,75,22,210000
1924,NL,PHI,PHI09,1924-04-15,1924-09-25,76,28,205000
1924,NL,PIT,PIT06,1924-04-24,1924-09-27,77,43,532500
1924,AL,SLA,STL07,1924-04-23,1924-09-24,78,63,537500
1924,NL,SLN,STL07,1924-04-15,1924-09-28,77,53,233000
1924,AL,WS1,WAS09,1924-04-15,1924-09-07,79,30,338500
1925,AL,BOS,BOS07,1925-04-22,1925-10-02,75,30,140000
1925,NL,BRO,NYC15,1925-04-14,1925-10-03,77,58,726000
1925,NL,BSN,BOS08,1925-04-14,1925-09-12,76,49,304500
1925,AL,CHA,CHI10,1925-04-22,1925-10-04,77,35,677500
1925,NL,CHN,CHI11,1925-04-14,1925-10-04,77,37,403200
1925,NL,CIN,CIN07,1925-04-14,1925-10-04,76,35,379973
1925,AL,CLE,CLE06,1925-04-22,1925-09-08,77,20,145116
1925,AL,DET,DET04,1925-04-14,1925-09-13,77,26,243481
1925,NL,NY1,NYC14,1925-04-22,1925-09-12,76,50,859700
1925,AL,NYA,NYC16,1925-04-14,1925-10-03,79,50,768500
1925,AL,PHA,PHI11,1925-04-14,1925-10-02,77,45,886700
1925,NL,PHI,PHI09,1925-04-22,1925-10-03,77,35,267800
1925,NL,PIT,PIT06,1925-04-22,1925-09-26,77,46,710353
1925,AL,SLA,STL07,1925-04-14,1925-10-04,78,53,334500
1925,NL,SLN,STL07,1925-04-22,1925-09-28,76,43,258000
1925,AL,WS1,WAS09,1925-04-22,1925-09-27,76,22,428000
1926,AL,BOS,BOS07,1926-04-13,1926-09-04,77,6,106000
1926,NL,BRO,NYC15,1926-04-18,1926-09-26,76,23,440500
1926,NL,BSN,BOS08,1926-04-21,1926-09-29,77,8,62000
1926,AL,CHA,CHI10,1926-04-13,1926-09-26,79,9,177200
1926,NL,CHN,CHI11,1926-04-21,1926-09-05,78,16,157699
1926,NL,CIN,CIN07,1926-04-13,1926-09-26,77,44,449880
1926,AL,CLE,CLE06,1926-04-21,1926-09-27,80,6,127000
1926,AL,DET,DET04,1926-04-13,1926-09-26,81,8,99055
1926,NL,NY1,NYC14,1926-04-13,1926-09-26,76,28,612500
1926,AL,NYA,NYC16,1926-04-21,1926-09-09,75,36,884500
1926,AL,PHA,PHI11,1926-04-21,1926-09-04,71,8,50159
1926,NL,PHI,PHI09,1926-04-13,1926-09-25,76,5,53000
1926,NL,PIT,PIT06,1926-04-22,1926-09-11,79,6,137000
1926,AL,SLA,STL07,1926-04-21,1926-09-26,79,11,68650
1926,NL,SLN,STL07,1926-04-13,1926-09-01,79,18,279279
1926,AL,WS1,WAS09,1926-04-13,1926-09-06,74,7,108000
1927,AL,BOS,BOS07,1927-04-21,1927-09-28,78,21,289500
1927,NL,BRO,NYC15,1927-04-17,1927-10-02,74,40,596500
1927,NL,BSN,BOS08,1927-04-12,1927-10-01,74,25,284000
1927,AL,CHA,CHI10,1927-04-20,1927-10-02,75,41,613000
1927,NL,CHN,CHI11,1927-04-12,1927-09-27,78,48,994500
1927,NL,CIN,CIN07,1927-04-12,1927-10-02,80,46,345588
1927,AL,CLE,CLE06,1927-04-12,1927-09-26,77,16,122500
1927,AL,DET,DET04,1927-04-20,1927-10-02,78,15,318500
1927,NL,NY1,NYC14,1927-04-20,1927-10-02,74,44,1098000
1927,AL,NYA,NYC16,1927-04-12,1927-10-01,77,61,1488141
1927,AL,PHA,PHI11,1927-04-20,1927-10-01,77,26,445000
1927,NL,PHI,PHI09,1927-04-12,1927-09-28,66,19,180000
1927,NL,PHI,PHI11,1927-05-16,1927-05-28,12,5,18000
1927,NL,PIT,PIT06,1927-04-21,1927-09-24,79,27,454939
1927,AL,SLA,STL07,1927-04-15,1927-09-30,78,47,196877
1927,NL,SLN,STL07,1927-04-20,1927-10-02,80,52,625145
1927,AL,WS1,WAS09,1927-04-12,1927-10-02,79,19,230000
1928,AL,BOS,BOS07,1928-04-11,1928-09-08,74,11,187000
1928,NL,BRO,NYC15,1928-04-11,1928-09-30,77,36,524300
1928,NL,BSN,BOS08,1928-04-21,1928-09-29,76,4,36000
1928,AL,CHA,CHI10,1928-04-11,1928-09-30,78,7,162500
1928,NL,CHN,CHI11,1928-04-18,1928-09-13,77,35,934000
1928,NL,CIN,CIN07,1928-04-11,1928-09-30,78,10,97586
1928,AL,CLE,CLE06,1928-04-18,1928-09-30,77,5,65000
1928,AL,DET,DET04,1928-04-11,1928-09-30,77,6,132000
1928,NL,NY1,NYC14,1928-04-11,1928-09-30,77,24,704000
1928,AL,NYA,NYC16,1928-04-20,1928-09-12,77,34,883265
1928,AL,PHA,PHI11,1928-04-11,1928-09-01,77,19,243160
1928,NL,PHI,PHI09,1928-04-19,1928-09-27,75,7,61000
1928,NL,PIT,PIT06,1928-04-19,1928-09-15,77,6,124000
1928,AL,SLA,STL07,1928-04-18,1928-09-30,77,12,112000
1928,NL,SLN,STL07,1928-04-11,1928-09-12,77,23,318681
1928,AL,WS1,WAS09,1928-04-10,1928-09-10,80,11,133000
1929,AL,BOS,BOS07,1929-04-23,1929-09-28,61,2,36000
1929,AL,BOS,BOS08,1929-04-28,1929-09-29,17,4,106000
1929,NL,BRO,NYC15,1929-04-21,1929-09-29,77,38,608000
1929,NL,BSN,BOS08,1929-04-18,1929-10-06,77,12,185500
1929,AL,CHA,CHI10,1929-04-25,1929-10-06,76,12,195500
1929,NL,CHN,CHI11,1929-04-16,1929-10-06,78,43,1054000
1929,NL,CIN,CIN07,1929-04-16,1929-10-06,78,17,48933
1929,AL,CLE,CLE06,1929-04-16,1929-09-29,76,11,144500
1929,AL,DET,DET04,1929-04-24,1929-09-29,77,17,288975
1929,NL,NY1,NYC14,1929-04-23,1929-09-29,77,38,989000
1929,AL,NYA,NYC16,1929-04-18,1929-10-06,77,29,869645
1929,AL,PHA,PHI11,1929-04-23,1929-09-21,74,10,298000
1929,NL,PHI,PHI09,1929-04-18,1929-10-05,76,8,63000
1929,NL,PIT,PIT06,1929-04-24,1929-10-05,76,22,310500
1929,AL,SLA,STL07,1929-04-16,1929-10-06,77,16,100000
1929,NL,SLN,STL07,1929-04-26,1929-09-29,77,31,334100
1929,AL,WS1,WAS09,1929-04-17,1929-10-06,78,6,90000
1930,AL,BOS,BOS07,1930-04-15,1930-09-27,56,2,11000
1930,AL,BOS,BOS08,1930-04-19,1930-09-28,20,2,60000
1930,NL,BRO,NYC15,1930-04-15,1930-09-28,77,15,315000
1930,NL,BSN,BOS08,1930-04-25,1930-09-22,77,8,92500
1930,AL,CHA,CHI10,1930-04-17,1930-09-21,78,20,192500
1930,NL,CHN,CHI11,1930-04-22,1930-09-28,79,38,850385
1930,NL,CIN,CIN07,1930-04-15,1930-09-02,77,9,101641
1930,AL,CLE,CLE06,1930-04-22,1930-09-28,77,7,125500
1930,AL,DET,DET04,1930-04-15,1930-09-28,78,11,153505
1930,NL,NY1,NYC14,1930-04-15,1930-09-28,77,18,417000
1930,AL,NYA,NYC16,1930-04-22,1930-09-07,76,13,411000
1930,AL,PHA,PHI11,1930-04-15,1930-09-27,76,12,230000
1930,NL,PHI,PHI09,1930-04-22,1930-09-24,77,5,45050
1930,NL,PIT,PIT06,1930-04-25,1930-09-24,77,16,125000
1930,AL,SLA,STL07,1930-04-22,1930-09-21,78,7,24750
1930,NL,SLN,STL07,1930-04-15,1930-09-28,77,23,264058
1930,AL,WS1,WAS09,1930-04-14,1930-09-28,77,13,212000
1931,AL,BOS,BOS07,1931-04-22,1931-09-22,65,12,122618
1931,AL,BOS,BOS08,1931-05-31,1931-09-13,15,2,47000
1931,NL,BRO,NYC15,1931-04-19,1931-09-27,76,37,650500
1931,NL,BSN,BOS08,1931-04-14,1931-09-27,78,8,203000
1931,AL,CHA,CHI10,1931-04-22,1931-09-06,77,13,203411
1931,NL,CHN,CHI11,1931-04-14,1931-09-27,77,25,614800
1931,NL,CIN,CIN07,1931-04-14,1931-09-27,77,3,38000
1931,AL,CLE,CLE06,1931-04-14,1931-09-27,76,15,212662
1931,AL,DET,DET04,1931-04-23,1931-09-23,77,18,189152
1931,NL,NY1,NYC14,1931-04-22,1931-09-08,78,29,527500
1931,AL,NYA,NYC16,1931-04-14,1931-09-27,77,35,721500
1931,AL,PHA,PHI11,1931-04-22,1931-09-25,75,21,364000
1931,NL,PHI,PHI09,1931-04-14,1931-09-05,76,17,192000
1931,NL,PIT,PIT06,1931-04-24,1931-09-24,78,8,77000
1931,AL,SLA,STL07,1931-04-14,1931-09-27,77,7,42500
1931,NL,SLN,STL07,1931-04-22,1931-09-22,78,31,408350
1931,AL,WS1,WAS09,1931-04-14,1931-09-27,79,18,240500
1932,AL,BOS,BOS07,1932-04-13,1932-09-25,71,4,37000
1932,AL,BOS,BOS08,1932-04-19,1932-05-29,6,0,0
1932,NL,BRO,NYC15,1932-04-12,1932-09-25,78,49,731000
1932,NL,BSN,BOS08,1932-04-21,1932-09-18,77,14,324831
1932,AL,CHA,CHI10,1932-04-12,1932-09-19,77,6,103000
1932,NL,CHN,CHI11,1932-04-20,1932-09-25,77,28,631000
1932,NL,CIN,CIN07,1932-04-12,1932-09-18,77,11,142633
1932,AL,CLE,CLE06,1932-04-20,1932-07-30,45,4,43000
1932,AL,CLE,CLE07,1932-07-31,1932-09-25,32,2,88979
1932,AL,DET,DET04,1932-04-13,1932-09-25,78,10,109000
1932,NL,NY1,NYC14,1932-04-12,1932-09-25,77,22,380000
1932,AL,NYA,NYC16,1932-04-20,1932-09-05,77,25,761856
1932,AL,PHA,PHI11,1932-04-12,1932-09-24,77,12,171000
1932,NL,PHI,PHI09,1932-04-20,1932-09-20,77,8,95000
1932,NL,PIT,PIT06,1932-04-20,1932-09-05,76,1,6000
1932,AL,SLA,STL07,1932-04-20,1932-09-18,75,5,32000
1932,NL,SLN,STL07,1932-04-12,1932-09-25,79,19,232462
1932,AL,WS1,WAS09,1932-04-11,1932-09-25,77,11,133000
1933,AL,BOS,BOS07,1933-04-21,1933-09-24,72,9,147000
1933,NL,BRO,NYC15,1933-04-16,1933-10-01,80,33,504400
1933,NL,BSN,BOS08,1933-04-16,1933-10-01,77,17,476000
1933,AL,CHA,CHI10,1933-04-19,1933-10-01,77,18,345398
1933,NL,CHN,CHI11,1933-04-12,1933-09-24,79,17,336000
1933,NL,CIN,CIN07,1933-04-12,1933-10-01,79,12,124480
1933,AL,CLE,CLE07,1933-04-20,1933-09-24,77,13,256000
1933,AL,DET,DET04,1933-04-12,1933-10-01,78,9,106000
1933,NL,NY1,NYC14,1933-04-20,1933-09-27,77,31,673500
1933,AL,NYA,NYC16,1933-04-13,1933-10-01,75,33,1013485
1933,AL,PHA,PHI11,1933-04-20,1933-09-30,76,13,172000
1933,NL,PHI,PHI09,1933-04-13,1933-09-26,72,5,39000
1933,NL,PIT,PIT06,1933-04-21,1933-09-20,77,15,157000
1933,AL,SLA,STL07,1933-04-12,1933-09-03,77,4,37500
1933,NL,SLN,STL07,1933-04-20,1933-10-01,77,7,58800
1933,AL,WS1,WAS09,1933-04-12,1933-10-01,76,16,286000
1934,AL,BOS,BOS07,1934-04-17,1934-09-30,77,15,372897
1934,NL,BRO,NYC15,1934-04-17,1934-09-26,77,17,289493
1934,NL,BSN,BOS08,1934-04-24,1934-09-23,75,8,127000
1934,AL,CHA,CHI10,1934-04-17,1934-09-23,75,8,98000
1934,NL,CHN,CHI11,1934-04-24,1934-09-30,77,12,354138
1934,NL,CIN,CIN07,1934-04-17,1934-09-23,78,15,129163
1934,AL,CLE,CLE06,1934-04-17,1934-09-30,78,6,103000
1934,AL,DET,DET04,1934-04-24,1934-09-30,80,6,147500
1934,NL,NY1,NYC14,1934-04-17,1934-09-30,75,16,377573
1934,AL,NYA,NYC16,1934-04-24,1934-09-24,77,17,599500
1934,AL,PHA,PHI11,1934-04-17,1934-09-26,76,6,88306
1934,NL,PHI,PHI09,1934-04-24,1934-09-30,71,5,38500
1934,NL,PIT,PIT06,1934-04-24,1934-09-23,78,7,92000
1934,AL,SLA,STL07,1934-04-24,1934-09-23,76,3,24000
1934,NL,SLN,STL07,1934-04-17,1934-09-30,77,11,159174
1934,AL,WS1,WAS09,1934-04-24,1934-09-30,76,7,99500
1935,AL,BOS,BOS07,1935-04-23,1935-09-25,79,27,449427
1935,NL,BRO,NYC15,1935-04-23,1935-09-29,77,26,284324
1935,NL,BSN,BOS08,1935-04-16,1935-09-29,75,26,181274
1935,AL,CHA,CHI10,1935-04-23,1935-09-29,77,23,371000
1935,NL,CHN,CHI11,1935-04-16,1935-09-22,77,37,655575
1935,NL,CIN,CIN07,1935-04-16,1935-09-29,76,61,430584
1935,AL,CLE,CLE06,1935-04-23,1935-09-29,77,12,101800
1935,AL,DET,DET04,1935-04-17,1935-09-22,79,32,703500
1935,NL,NY1,NYC14,1935-04-23,1935-09-24,79,46,694081
1935,AL,NYA,NYC16,1935-04-16,1935-09-29,74,49,813181
1935,AL,PHA,PHI11,1935-04-23,1935-09-29,72,13,100007
1935,NL,PHI,PHI09,1935-04-16,1935-09-23,79,24,185347
1935,NL,PIT,PIT06,1935-04-17,1935-09-19,77,24,303562
1935,AL,SLA,STL07,1935-04-16,1935-08-31,76,19,57300
1935,NL,SLN,STL07,1935-04-23,1935-09-29,77,33,575238
1935,AL,WS1,WAS09,1935-04-17,1935-09-24,77,8,83500
1936,AL,BOS,BOS07,1936-04-14,1936-09-27,77,59,649996
1936,NL,BRO,NYC15,1936-04-17,1936-09-24,79,57,525373
1936,NL,BSN,BOS08,1936-04-17,1936-09-25,79,71,521531
1936,AL,CHA,CHI10,1936-04-14,1936-09-26,75,37,454900
1936,NL,CHN,CHI11,1936-04-17,1936-09-24,77,52,762134
1936,NL,CIN,CIN07,1936-04-14,1936-09-27,76,57,474862
1936,AL,CLE,CLE06,1936-04-14,1936-09-27,80,19,241800
1936,AL,CLE,CLE07,1936-08-02,1936-08-02,1,1,65342
1936,AL,DET,DET04,1936-04-17,1936-09-23,77,27,491700
1936,NL,NY1,NYC14,1936-04-14,1936-09-27,78,55,953625
1936,AL,NYA,NYC16,1936-04-17,1936-09-24,77,52,1067362
1936,AL,PHA,PHI11,1936-04-17,1936-09-25,77,21,208080
1936,NL,PHI,PHI09,1936-04-14,1936-09-27,78,25,219500
1936,NL,PIT,PIT06,1936-04-19,1936-09-20,76,27,265255
1936,AL,SLA,STL07,1936-04-17,1936-09-20,77,22,66806
1936,NL,SLN,STL07,1936-04-14,1936-09-27,77,25,283105
1936,AL,WS1,WAS09,1936-04-14,1936-09-27,77,15,216500
1937,AL,BOS,BOS07,1937-04-24,1937-09-27,74,58,573913
1937,NL,BRO,NYC15,1937-04-20,1937-10-03,76,54,454551
1937,NL,BSN,BOS08,1937-04-19,1937-10-03,76,61,457165
1937,AL,CHA,CHI10,1937-04-23,1937-09-30,77,26,463000
1937,NL,CHN,CHI11,1937-04-20,1937-10-03,78,45,799068
1937,NL,CIN,CIN07,1937-04-20,1937-09-30,80,56,423622
1937,AL,CLE,CLE06,1937-04-23,1937-09-27,63,15,129000
1937,AL,CLE,CLE07,1937-05-30,1937-09-06,15,4,133884
1937,AL,DET,DET04,1937-04-20,1937-10-03,77,28,569950
1937,NL,NY1,NYC14,1937-04-23,1937-09-27,75,55,988624
1937,AL,NYA,NYC16,1937-04-20,1937-10-03,79,55,1039111
1937,AL,PHA,PHI11,1937-04-20,1937-10-03,79,23,228483
1937,NL,PHI,PHI09,1937-04-23,1937-09-30,74,24,153000
1937,NL,PIT,PIT06,1937-04-23,1937-10-03,78,32,320867
1937,AL,SLA,STL07,1937-04-21,1937-10-03,78,15,46377
1937,NL,SLN,STL07,1937-04-23,1937-09-26,80,34,341192
1937,AL,WS1,WAS09,1937-04-19,1937-09-30,80,27,316307
1938,AL,BOS,BOS07,1938-04-18,1938-10-02,75,63,661100
1938,NL,BRO,NYC15,1938-04-22,1938-09-29,74,56,728519
1938,NL,BSN,BOS08,1938-04-23,1938-09-28,75,62,455632
1938,AL,CHA,CHI10,1938-04-19,1938-10-02,73,35,244500
1938,NL,CHN,CHI11,1938-04-22,1938-09-29,77,31,665174
1938,NL,CIN,CIN07,1938-04-19,1938-10-02,77,62,717291
1938,AL,CLE,CLE06,1938-04-20,1938-10-01,58,13,73374
1938,AL,CLE,CLE07,1938-04-19,1938-10-02,18,6,288062
1938,AL,DET,DET04,1938-04-22,1938-09-29,79,52,786000
1938,NL,NY1,NYC14,1938-04-19,1938-10-02,73,63,871690
1938,AL,NYA,NYC16,1938-04-22,1938-09-28,79,60,972866
1938,AL,PHA,PHI11,1938-04-23,1938-09-29,76,37,347337
1938,NL,PHI,PHI09,1938-04-19,1938-06-30,28,16,59195
1938,NL,PHI,PHI11,1938-07-04,1938-10-02,47,25,98017
1938,NL,PIT,PIT06,1938-04-22,1938-09-25,78,65,700600
1938,AL,SLA,STL07,1938-04-22,1938-09-25,77,43,105026
1938,NL,SLN,STL07,1938-04-19,1938-10-02,81,54,312368
1938,AL,WS1,WAS09,1938-04-18,1938-10-02,78,58,526300
1939,AL,BOS,BOS07,1939-04-21,1939-09-24,75,66,660998
1939,NL,BRO,NYC15,1939-04-18,1939-10-01,78,63,1048457
1939,NL,BSN,BOS08,1939-04-19,1939-10-01,73,66,347635
1939,AL,CHA,CHI10,1939-04-22,1939-09-27,77,63,753421
1939,NL,CHN,CHI11,1939-04-24,1939-10-01,80,68,821212
1939,NL,CIN,CIN07,1939-04-17,1939-09-28,81,66,967650
1939,AL,CLE,CLE06,1939-04-24,1939-09-24,47,44,243100
1939,AL,CLE,CLE07,1939-04-21,1939-09-04,30,23,468684
1939,AL,DET,DET04,1939-04-18,1939-10-01,78,69,924496
1939,NL,NY1,NYC14,1939-04-21,1939-09-26,74,64,780148
1939,AL,NYA,NYC16,1939-04-20,1939-09-30,77,66,965387
1939,AL,PHA,PHI11,1939-04-20,1939-09-30,76,61,514241
1939,NL,PHI,PHI11,1939-04-21,1939-09-28,74,57,364925
1939,NL,PIT,PIT06,1939-04-18,1939-10-01,77,64,427900
1939,AL,SLA,STL07,1939-04-29,1939-10-01,78,60,142319
1939,NL,SLN,STL07,1939-04-21,1939-09-24,79,68,426751
1939,AL,WS1,WAS09,1939-04-21,1939-09-28,77,66,423050
1940,AL,BOS,BOS07,1940-04-19,1940-09-29,79,63,747909
1940,NL,BRO,NYC15,1940-04-19,1940-09-26,81,63,969439
1940,NL,BSN,BOS08,1940-04-16,1940-09-23,75,58,320679
1940,AL,CHA,CHI10,1940-04-16,1940-09-29,78,60,610677
1940,NL,CHN,CHI11,1940-04-19,1940-09-26,77,67,642511
1940,NL,CIN,CIN07,1940-04-16,1940-09-29,77,64,856577
1940,AL,CLE,CLE06,1940-04-25,1940-08-17,33,31,233948
1940,AL,CLE,CLE07,1940-04-19,1940-09-29,49,35,759035
1940,AL,DET,DET04,1940-04-16,1940-09-25,79,68,1161856
1940,NL,NY1,NYC14,1940-04-16,1940-09-29,76,67,874658
1940,AL,NYA,NYC16,1940-04-19,1940-09-24,76,62,1108624
1940,AL,PHA,PHI11,1940-04-16,1940-09-27,71,51,522941
1940,NL,PHI,PHI11,1940-04-23,1940-09-29,79,64,298470
1940,NL,PIT,PIT06,1940-04-22,1940-09-23,75,63,647074
1940,AL,SLA,STL07,1940-04-20,1940-09-22,77,67,283598
1940,NL,SLN,STL07,1940-04-16,1940-09-29,77,63,388324
1940,AL,WS1,WAS09,1940-04-16,1940-09-29,77,64,477900
1941,AL,BOS,BOS07,1941-04-15,1941-09-21,77,66,784344
1941,NL,BRO,NYC15,1941-04-15,1941-09-28,79,53,975162
1941,NL,BSN,BOS08,1941-04-18,1941-09-28,76,56,306121
1941,AL,CHA,CHI10,1941-04-18,1941-09-24,79,63,666638
1941,NL,CHN,CHI11,1941-04-15,1941-09-28,77,64,570863
1941,NL,CIN,CIN07,1941-04-15,1941-09-25,79,69,653236
1941,AL,CLE,CLE06,1941-04-16,1941-09-22,45,43,257000
1941,AL,CLE,CLE07,1941-04-15,1941-09-01,32,23,600393
1941,AL,DET,DET04,1941-04-18,1941-09-28,77,62,660010
1941,NL,NY1,NYC14,1941-04-18,1941-09-22,78,49,678688
1941,AL,NYA,NYC16,1941-04-15,1941-09-28,78,62,1053678
