playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
ogeach01,1995,ALCS,CLE,AL,0,0,1,0,0,0,0,2,1,0,0,0,2,0.333,0.00,0,1,0,0,3,0,0,0,0,0
osunaan01,1995,NLDS2,LAN,NL,0,1,3,0,0,0,0,10,3,1,0,1,3,0.231,2.70,1,0,0,0,14,2,1,0,0,0
paintla01,1995,NLDS1,COL,NL,0,0,1,1,0,0,0,15,5,3,2,2,4,0.250,5.40,0,0,0,0,23,0,3,0,1,0
penaal01,1995,NLCS,ATL,NL,0,0,3,0,0,0,0,9,2,0,0,1,4,0.182,0.00,1,0,0,0,12,0,0,0,0,0
penaal01,1995,NLDS1,ATL,NL,2,0,3,0,0,0,0,9,3,0,0,1,2,0.250,0.00,1,0,1,0,14,1,0,0,0,0
penaal01,1995,WS,ATL,NL,0,1,2,0,0,0,0,3,3,1,0,2,0,0.600,9.00,1,0,0,0,7,1,1,0,0,0
pettian01,1995,ALDS2,NYA,AL,0,0,1,1,0,0,0,21,9,4,1,3,0,0.346,5.14,0,0,0,0,30,0,4,0,1,0
plunker01,1995,ALCS,CLE,AL,0,0,3,0,0,0,0,6,1,2,1,3,2,0.167,9.00,1,0,0,0,9,2,2,0,0,0
plunker01,1995,ALDS1,CLE,AL,0,0,1,0,0,0,0,4,1,0,0,1,1,0.250,0.00,1,0,0,0,6,0,0,1,0,0
pooleji02,1995,ALCS,CLE,AL,0,0,1,0,0,0,0,3,0,0,0,0,2,0.000,0.00,0,0,0,0,3,0,0,0,0,0
pooleji02,1995,ALDS1,CLE,AL,0,0,1,0,0,0,0,5,2,1,1,1,2,0.286,5.40,1,0,0,0,8,0,1,0,0,0
pooleji02,1995,WS,CLE,AL,0,1,2,0,0,0,0,7,1,1,1,0,1,0.111,3.86,0,0,0,0,9,0,1,0,0,0
portuma01,1995,NLCS,CIN,NL,0,1,1,0,0,0,0,3,3,4,1,1,0,0.500,36.00,1,1,0,0,7,1,4,0,0,0
reedst01,1995,NLDS1,COL,NL,0,0,3,0,0,0,0,8,2,0,0,1,3,0.200,0.00,1,0,1,0,12,0,0,0,0,0
reynoar02,1995,NLDS1,COL,NL,0,0,1,0,0,0,0,3,2,0,0,0,0,0.400,0.00,0,0,0,0,5,0,0,0,0,0
rislebi01,1995,ALCS,SEA,AL,0,0,3,0,0,0,0,8,2,0,0,1,2,0.200,0.00,0,0,0,0,11,3,0,0,0,0
rislebi01,1995,ALDS2,SEA,AL,0,0,4,0,0,0,1,9,2,2,2,0,1,0.182,6.00,0,0,1,0,12,1,2,0,0,0
ritzke01,1995,NLDS1,COL,NL,0,0,2,1,0,0,0,21,12,6,3,3,5,0.387,7.71,1,0,0,0,34,0,7,0,0,2
riverma01,1995,ALDS2,NYA,AL,1,0,3,0,0,0,0,16,3,0,0,1,8,0.167,0.00,1,0,0,0,20,2,0,1,0,0
ruffibr01,1995,NLDS1,COL,NL,0,0,4,0,0,0,0,10,3,1,0,2,2,0.250,2.70,0,0,0,0,14,1,1,0,0,1
saberbr01,1995,NLDS1,COL,NL,0,1,1,1,0,0,0,12,7,5,1,1,3,0.368,11.25,0,0,0,0,20,0,6,0,0,0
schoupe01,1995,NLCS,CIN,NL,0,1,2,2,0,0,0,43,14,2,0,3,13,0.250,1.26,0,1,0,0,59,0,2,0,0,1
schoupe01,1995,NLDS2,CIN,NL,1,0,1,1,0,0,0,21,5,2,1,3,5,0.200,2.57,0,0,0,0,28,0,2,0,0,1
smilejo01,1995,NLCS,CIN,NL,0,0,1,1,0,0,0,15,5,2,0,0,1,0.250,3.60,0,0,0,0,20,0,2,0,0,0
smilejo01,1995,NLDS2,CIN,NL,0,0,1,1,0,0,0,18,9,2,1,0,1,0.346,3.00,0,0,0,0,27,0,2,1,0,0
smithza01,1995,ALDS1,BOS,AL,0,1,1,0,0,0,0,4,1,1,1,0,0,0.200,6.75,0,0,0,0,5,1,1,0,0,0
smoltjo01,1995,NLCS,ATL,NL,0,0,1,1,0,0,0,21,7,2,0,2,2,0.269,2.57,0,0,0,0,28,0,2,0,0,0
smoltjo01,1995,NLDS1,ATL,NL,0,0,1,1,0,0,0,17,5,5,2,1,6,0.238,7.94,0,1,1,0,24,0,5,1,0,0
smoltjo01,1995,WS,ATL,NL,0,0,1,1,0,0,0,7,6,4,0,2,4,0.462,15.43,0,0,0,0,15,0,4,0,0,0
stantmi02,1995,ALDS1,BOS,AL,0,0,1,0,0,0,0,7,1,0,0,0,4,0.125,0.00,0,0,0,0,8,0,0,0,0,0
swiftbi02,1995,NLDS1,COL,NL,0,0,1,1,0,0,0,18,7,4,0,2,3,0.318,6.00,0,0,0,0,24,0,4,0,0,1
tapanke01,1995,NLDS2,LAN,NL,0,0,2,0,0,0,0,1,0,3,0,4,1,0.000,81.00,1,0,0,0,5,0,3,0,0,0
tavarju01,1995,ALCS,CLE,AL,0,1,4,0,0,0,0,10,3,1,0,1,2,0.200,2.70,1,0,0,0,16,0,1,0,0,0
tavarju01,1995,ALDS1,CLE,AL,0,0,3,0,0,0,0,8,5,2,1,0,3,0.385,6.75,0,0,0,0,13,0,2,0,0,0
tavarju01,1995,WS,CLE,AL,0,0,5,0,0,0,0,13,3,0,0,2,1,0.250,0.00,0,0,1,0,17,1,0,2,0,2
thompma01,1995,NLDS1,COL,NL,0,0,1,0,0,0,1,3,0,0,0,0,0,0.000,0.00,0,0,0,0,3,1,0,0,0,0
valdeis01,1995,NLDS2,LAN,NL,0,0,1,1,0,0,0,21,3,0,1,1,6,0.125,0.00,0,0,0,0,25,0,2,0,0,1
wakefti01,1995,ALDS1,BOS,AL,0,1,1,1,0,0,0,16,5,7,1,5,4,0.238,11.81,0,0,1,0,27,0,7,0,0,0
wellsbo01,1995,ALCS,SEA,AL,0,0,1,0,0,0,0,9,2,1,0,2,2,0.182,3.00,0,0,0,0,13,0,1,0,0,0
wellsbo01,1995,ALDS2,SEA,AL,0,0,1,0,0,0,0,3,2,1,0,1,0,0.400,9.00,0,0,0,0,6,1,1,0,0,0
wellsda01,1995,NLCS,CIN,NL,0,1,1,1,0,0,0,18,8,3,1,2,3,0.320,4.50,0,0,0,0,27,0,3,0,0,1
wellsda01,1995,NLDS2,CIN,NL,1,0,1,1,0,0,0,19,6,0,0,1,8,0.231,0.00,0,0,1,0,28,0,1,0,0,0
wettejo01,1995,ALDS2,NYA,AL,0,1,3,0,0,0,0,13,8,7,2,2,5,0.381,14.54,0,0,1,0,24,1,7,0,0,0
wickmbo01,1995,ALDS2,NYA,AL,0,0,3,0,0,0,0,9,5,0,0,0,3,0.417,0.00,0,0,0,0,14,0,0,1,1,0
wohlema01,1995,NLCS,ATL,NL,1,0,4,0,0,0,0,15,2,1,0,0,8,0.125,1.80,0,0,0,0,17,3,1,0,1,0
wohlema01,1995,NLDS1,ATL,NL,0,1,3,0,0,0,2,8,6,2,0,2,4,0.429,6.75,1,0,0,0,16,2,2,0,0,0
wohlema01,1995,WS,ATL,NL,0,0,4,0,0,0,2,15,4,1,1,3,3,0.211,1.80,2,0,0,0,22,2,1,0,0,0
wolcobo01,1995,ALCS,SEA,AL,1,0,1,1,0,0,0,21,8,2,1,5,2,0.286,2.57,0,0,0,0,33,0,2,0,0,1
ashbyan01,1996,NLDS2,SDN,NL,0,0,1,1,0,0,0,16,7,4,1,1,5,0.304,6.75,0,1,0,0,24,0,4,0,0,0
assenpa01,1996,ALDS1,CLE,AL,1,0,3,0,0,0,0,5,0,0,0,1,2,0.000,0.00,1,0,0,0,6,0,0,0,1,0
astacpe01,1996,NLDS1,LAN,NL,0,0,1,0,0,0,0,5,0,0,0,0,1,0.000,0.00,0,0,0,0,5,0,0,0,0,0
averyst01,1996,NLCS,ATL,NL,0,0,2,0,0,0,0,6,2,0,0,1,1,0.333,0.00,0,0,0,0,7,2,0,0,0,2
averyst01,1996,WS,ATL,NL,0,1,1,0,0,0,0,2,1,1,0,3,0,0.333,13.50,1,0,0,0,6,0,2,0,0,0
benesal01,1996,NLCS,SLN,NL,0,1,2,1,0,0,0,19,3,2,0,2,5,0.150,2.84,1,0,1,0,25,0,2,1,1,0
benesan01,1996,NLCS,SLN,NL,0,0,3,2,0,0,0,46,19,9,3,3,9,0.302,5.28,0,0,0,0,67,0,9,1,0,1
benesan01,1996,NLDS2,SLN,NL,0,0,1,1,0,0,0,21,6,4,1,1,9,0.222,5.14,0,0,0,0,28,0,4,0,0,0
benitar01,1996,ALCS,BAL,AL,0,0,3,0,0,0,1,7,3,2,2,3,2,0.300,7.71,1,0,0,0,13,1,2,0,0,0
benitar01,1996,ALDS1,BAL,AL,2,0,3,0,0,0,0,12,1,1,1,2,6,0.083,2.25,0,0,0,0,15,0,1,0,1,0
bielemi01,1996,NLCS,ATL,NL,0,0,3,0,0,0,0,9,0,0,0,1,5,0.000,0.00,0,0,0,0,10,0,0,0,0,0
bielemi01,1996,NLDS1,ATL,NL,0,0,1,0,0,0,0,2,0,0,0,1,1,0.000,0.00,0,0,0,0,3,0,0,0,1,0
bielemi01,1996,WS,ATL,NL,0,0,2,0,0,0,0,9,0,0,0,3,6,0.000,0.00,0,0,0,0,12,1,0,0,0,0
blairwi01,1996,NLDS2,SDN,NL,0,0,1,0,0,0,0,6,1,0,0,2,3,0.167,0.00,0,0,0,0,8,1,0,0,0,0
bochtdo01,1996,NLDS2,SDN,NL,0,1,1,0,0,0,0,1,0,1,0,2,0,0.000,27.00,1,1,0,0,3,0,1,0,0,0
boehrbr01,1996,ALDS2,NYA,AL,1,0,2,0,0,0,0,4,3,1,1,2,0,0.375,6.75,0,0,0,0,10,1,2,0,0,0
boehrbr01,1996,WS,NYA,AL,0,0,2,0,0,0,0,15,5,3,2,0,5,0.250,5.40,0,0,0,0,21,0,5,0,1,0
burkejo03,1996,ALDS2,TEX,AL,1,0,1,1,1,0,0,27,10,2,0,1,7,0.270,2.00,0,0,0,0,38,0,2,0,0,0
candito01,1996,NLDS1,LAN,NL,0,0,1,0,0,0,0,6,0,0,0,0,1,0.000,0.00,0,0,0,0,6,0,0,0,0,1
clontbr01,1996,NLCS,ATL,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.000,0.00,0,0,0,0,2,1,0,0,0,0
clontbr01,1996,WS,ATL,NL,0,0,3,0,0,0,0,5,1,0,0,1,2,0.143,0.00,1,0,0,0,8,2,0,0,0,0
coneda01,1996,ALCS,NYA,AL,0,0,1,1,0,0,0,18,5,2,1,5,5,0.217,3.00,0,1,0,0,28,0,2,0,0,0
coneda01,1996,ALDS2,NYA,AL,0,1,1,1,0,0,0,18,8,6,2,2,8,0.320,9.00,0,0,0,0,27,0,6,0,0,0
coneda01,1996,WS,NYA,AL,1,0,1,1,0,0,0,18,4,1,0,4,3,0.200,1.50,0,0,0,0,24,0,1,0,0,1
cookde01,1996,ALDS2,TEX,AL,0,0,2,0,0,0,0,4,0,0,0,1,0,0.000,0.00,0,0,0,0,5,0,0,1,1,0
coppiro01,1996,ALCS,BAL,AL,0,1,1,1,0,0,0,16,6,5,3,1,3,0.273,8.44,0,0,0,0,23,0,5,0,0,0
dreifda01,1996,NLDS1,LAN,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.000,0.00,0,0,0,0,1,1,0,0,0,0
eckerde01,1996,NLCS,SLN,NL,1,0,3,0,0,0,1,10,2,0,0,0,4,0.167,0.00,0,0,0,0,12,3,0,0,0,0
eckerde01,1996,NLDS2,SLN,NL,0,0,3,0,0,0,3,11,3,0,0,0,2,0.214,0.00,0,0,0,0,14,3,0,0,0,0
embreal01,1996,ALDS1,CLE,AL,0,0,3,0,0,0,0,3,0,1,0,0,1,0.000,9.00,0,0,1,0,4,0,1,0,1,0
ericksc01,1996,ALCS,BAL,AL,0,1,2,2,0,0,0,34,14,3,3,4,8,0.286,2.38,0,0,0,0,53,0,9,0,0,1
ericksc01,1996,ALDS1,BAL,AL,0,0,1,1,0,0,0,20,6,3,1,2,6,0.240,4.05,0,0,0,0,27,0,3,0,0,1
fossato01,1996,NLCS,SLN,NL,0,0,5,0,0,0,0,13,1,1,1,3,1,0.083,2.08,1,0,0,0,15,1,1,0,0,2
glavito02,1996,NLCS,ATL,NL,1,1,2,2,0,0,0,39,10,3,2,0,9,0.217,2.08,0,0,1,0,47,0,3,0,0,2
glavito02,1996,NLDS1,ATL,NL,1,0,1,1,0,0,0,20,5,1,0,3,7,0.217,1.35,0,0,0,0,26,0,1,0,0,1
glavito02,1996,WS,ATL,NL,0,1,1,1,0,0,0,21,4,1,0,3,8,0.174,1.29,0,0,0,0,28,0,2,2,0,0
guthrma01,1996,NLDS1,LAN,NL,0,0,1,0,0,0,0,1,0,0,0,1,1,0.000,0.00,0,0,0,0,2,0,0,0,0,0
hamiljo02,1996,NLDS2,SDN,NL,0,1,1,1,0,0,0,18,5,3,1,0,6,0.227,4.50,0,0,1,0,23,0,3,0,0,1
hennemi01,1996,ALDS2,TEX,AL,0,0,3,0,0,0,0,3,1,0,0,1,1,0.333,0.00,1,0,0,0,6,2,0,1,1,0
hershor01,1996,ALDS1,CLE,AL,0,0,1,1,0,0,0,15,7,3,1,3,3,0.333,5.40,0,0,1,0,25,0,4,0,0,1
hillke01,1996,ALDS2,TEX,AL,0,0,1,1,0,0,0,18,5,3,1,3,1,0.217,4.50,0,0,1,0,27,0,3,0,0,0
hoffmtr01,1996,NLDS2,SDN,NL,0,1,2,0,0,0,0,5,3,2,1,1,2,0.375,10.80,0,0,0,0,9,2,2,0,0,0
honeyri01,1996,NLCS,SLN,NL,0,0,5,0,0,0,0,12,5,4,2,3,3,0.263,9.00,0,0,0,0,22,1,4,0,0,0
honeyri01,1996,NLDS2,SLN,NL,1,0,3,0,0,0,0,8,3,1,1,1,2,0.300,3.38,1,0,0,0,12,0,1,1,0,0
jacksda02,1996,NLCS,SLN,NL,0,0,1,0,0,0,0,9,7,3,0,3,3,0.467,9.00,0,0,0,0,18,0,3,0,0,0
keyji01,1996,ALCS,NYA,AL,1,0,1,1,0,0,0,24,3,2,1,1,5,0.115,2.25,0,0,0,0,27,0,2,0,0,1
keyji01,1996,ALDS2,NYA,AL,0,0,1,1,0,0,0,15,5,2,1,1,3,0.250,3.60,0,0,0,0,21,0,2,0,0,0
keyji01,1996,WS,NYA,AL,1,1,2,2,0,0,0,34,15,5,0,5,1,0.349,3.97,0,0,1,0,51,0,5,1,1,3
lloydgr01,1996,ALCS,NYA,AL,0,0,2,0,0,0,0,5,0,0,0,0,1,0.000,0.00,0,0,0,0,4,0,0,0,1,0
lloydgr01,1996,ALDS2,NYA,AL,0,0,2,0,0,0,0,3,1,0,0,0,0,0.250,0.00,0,0,0,0,4,0,0,0,0,0
lloydgr01,1996,WS,NYA,AL,1,0,4,0,0,0,0,8,0,0,0,0,4,0.000,0.00,0,0,0,0,7,0,0,0,0,1
maddugr01,1996,NLCS,ATL,NL,1,1,2,2,0,0,0,43,15,4,1,2,10,0.263,2.51,1,1,0,0,61,0,9,1,1,0
maddugr01,1996,NLDS1,ATL,NL,1,0,1,1,0,0,0,21,3,0,0,0,7,0.125,0.00,0,0,0,0,24,0,2,0,0,0
maddugr01,1996,WS,ATL,NL,1,1,2,2,0,0,0,47,14,3,0,1,5,0.246,1.72,0,0,1,0,59,0,3,0,0,3
martira02,1996,NLDS1,LAN,NL,0,0,1,1,0,0,0,24,3,1,0,3,6,0.125,1.12,0,0,0,0,29,0,1,1,1,0
mathete01,1996,ALCS,BAL,AL,0,0,3,0,0,0,0,7,0,0,0,2,3,0.000,0.00,0,0,1,0,10,2,0,0,0,0
mathete01,1996,ALDS1,BAL,AL,0,0,3,0,0,0,0,8,3,0,0,1,2,0.273,0.00,0,1,0,0,13,1,0,1,0,0
mathetj01,1996,NLCS,SLN,NL,0,0,2,0,0,0,0,2,2,0,0,1,2,0.500,0.00,1,0,0,0,5,1,0,0,0,0
mathetj01,1996,NLDS2,SLN,NL,1,0,1,0,0,0,0,3,1,0,0,0,2,0.250,0.00,0,0,0,0,4,0,0,0,0,0
mcdowja01,1996,ALDS1,CLE,AL,0,0,1,1,0,0,0,17,6,4,1,1,5,0.261,6.35,0,0,1,0,25,0,4,0,0,0
mcmicgr01,1996,NLCS,ATL,NL,0,1,3,0,0,0,0,6,4,2,1,1,3,0.400,9.00,0,0,0,0,11,1,2,0,0,0
mcmicgr01,1996,NLDS1,ATL,NL,0,0,2,0,0,0,0,4,1,1,0,1,3,0.200,6.75,0,0,0,0,6,0,1,0,0,0
mcmicgr01,1996,WS,ATL,NL,0,0,2,0,0,0,0,3,5,3,1,0,1,0.625,27.00,0,0,0,0,8,0,3,0,0,0
mesajo01,1996,ALDS1,CLE,AL,0,1,2,0,0,0,0,14,8,2,1,0,7,0.381,3.86,0,0,0,0,21,1,2,0,0,0
millsal01,1996,ALCS,BAL,AL,0,0,3,0,0,0,0,7,3,1,0,1,3,0.300,3.86,0,0,0,0,11,0,1,0,0,0
mussimi01,1996,ALCS,BAL,AL,0,1,1,1,0,0,0,23,8,5,1,2,6,0.267,5.87,0,0,0,0,32,0,5,0,0,2
mussimi01,1996,ALDS1,BAL,AL,0,0,1,1,0,0,0,18,7,3,1,2,6,0.280,4.50,0,0,0,0,27,0,4,0,0,1
myersra01,1996,ALCS,BAL,AL,0,1,3,0,0,0,0,12,4,1,1,3,2,0.286,2.25,0,0,0,0,17,2,1,0,0,1
myersra01,1996,ALDS1,BAL,AL,0,0,3,0,0,0,2,9,0,0,0,0,3,0.000,0.00,0,0,0,0,9,3,0,0,0,0
nagych01,1996,ALDS1,CLE,AL,0,1,2,2,0,0,0,34,15,9,4,5,13,0.300,7.15,0,0,1,0,56,0,9,0,0,0
neaglde01,1996,NLCS,ATL,NL,0,0,2,1,0,0,0,23,2,2,0,3,8,0.080,2.35,0,0,0,0,28,0,2,0,0,1
neaglde01,1996,WS,ATL,NL,0,0,2,1,0,0,0,18,5,2,0,4,3,0.227,3.00,0,0,0,0,26,0,3,0,0,1
nelsoje01,1996,ALCS,NYA,AL,0,1,2,0,0,0,0,7,5,3,1,0,2,0.385,11.57,0,0,0,0,13,0,3,0,0,0
nelsoje01,1996,ALDS2,NYA,AL,1,0,2,0,0,0,0,11,2,0,0,2,5,0.154,0.00,1,0,0,0,15,0,0,0,0,0
nelsoje01,1996,WS,NYA,AL,0,0,3,0,0,0,0,13,1,0,0,1,5,0.071,0.00,0,0,0,0,15,0,0,0,0,0
nomohi01,1996,NLDS1,LAN,NL,0,1,1,1,0,0,0,11,5,5,1,5,3,0.333,12.27,0,0,0,0,21,0,5,1,0,0
ogeach01,1996,ALDS1,CLE,AL,0,0,1,0,0,0,0,1,0,0,0,1,0,0.000,0.00,1,0,0,0,2,1,0,0,0,0
oliveda02,1996,ALDS2,TEX,AL,0,1,1,1,0,0,0,24,6,3,1,2,3,0.231,3.38,0,0,1,0,29,0,3,0,0,2
oroscje01,1996,ALCS,BAL,AL,0,0,4,0,0,0,0,6,2,1,0,1,2,0.250,4.50,1,0,0,0,9,0,1,0,0,0
oroscje01,1996,ALDS1,BAL,AL,0,1,4,0,0,0,0,3,2,4,0,3,2,0.400,36.00,0,0,1,0,9,0,4,0,0,0
osbordo01,1996,NLCS,SLN,NL,1,1,2,2,0,0,0,23,12,8,0,4,6,0.353,9.39,0,1,1,0,40,0,8,0,1,0
osbordo01,1996,NLDS2,SLN,NL,0,0,1,1,0,0,0,12,7,4,1,0,5,0.368,9.00,0,0,0,0,20,0,4,1,0,0
osunaan01,1996,NLDS1,LAN,NL,0,1,2,0,0,0,0,6,3,1,1,1,4,0.429,4.50,0,0,1,0,9,1,1,0,0,0
patteda04,1996,ALDS2,TEX,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.500,0.00,0,0,0,0,2,0,0,0,0,0
pavliro01,1996,ALDS2,TEX,AL,0,1,1,0,0,0,0,8,4,2,1,0,1,0.364,6.75,0,0,0,0,12,0,2,1,0,0
petkoma01,1996,NLCS,SLN,NL,0,1,6,0,0,0,0,22,11,6,1,3,7,0.355,7.36,1,1,0,0,35,0,6,0,1,0
petkoma01,1996,NLDS2,SLN,NL,0,0,1,0,0,0,0,6,0,0,0,0,1,0.000,0.00,0,0,0,0,6,0,0,0,0,0
pettian01,1996,ALCS,NYA,AL,1,0,2,2,0,0,0,45,10,6,4,5,7,0.185,3.60,0,0,0,1,60,0,6,0,1,0
pettian01,1996,ALDS2,NYA,AL,0,0,1,1,0,0,0,19,4,4,2,6,3,0.190,5.68,0,1,0,0,28,0,4,1,0,1
pettian01,1996,WS,NYA,AL,1,1,2,2,0,0,0,32,11,7,1,4,5,0.275,5.91,0,0,0,0,45,0,7,1,0,2
plunker01,1996,ALDS1,CLE,AL,0,1,3,0,0,0,0,12,1,3,0,2,6,0.077,6.75,1,0,0,0,15,0,3,0,0,0
radinsc01,1996,NLDS1,LAN,NL,0,0,2,0,0,0,0,4,0,0,0,1,2,0.000,0.00,0,0,0,0,5,0,0,0,0,0
rhodear01,1996,ALCS,BAL,AL,0,0,3,0,0,0,0,6,2,0,0,0,2,0.286,0.00,0,1,0,0,7,0,0,0,0,0
rhodear01,1996,ALDS1,BAL,AL,0,0,2,0,0,0,0,3,1,1,0,1,1,0.250,9.00,0,0,0,0,5,0,1,0,0,0
riverma01,1996,ALCS,NYA,AL,1,0,2,0,0,0,0,12,6,0,0,1,5,0.333,0.00,0,0,0,0,19,1,0,0,0,0
riverma01,1996,ALDS2,NYA,AL,0,0,2,0,0,0,0,14,0,0,0,1,1,0.000,0.00,0,0,0,0,15,0,0,0,0,0
riverma01,1996,WS,NYA,AL,0,0,4,0,0,0,0,17,4,1,0,3,4,0.211,1.59,0,0,0,0,23,1,1,1,0,0
rogerke01,1996,ALCS,NYA,AL,0,0,1,1,0,0,0,9,5,4,1,2,3,0.385,12.00,0,1,0,0,16,0,4,0,1,0
rogerke01,1996,ALDS2,NYA,AL,0,0,2,1,0,0,0,6,5,2,0,2,1,0.455,9.00,0,0,0,0,13,0,2,0,0,0
rogerke01,1996,WS,NYA,AL,0,0,1,1,0,0,0,6,5,5,1,2,0,0.500,22.50,0,0,0,0,13,0,5,1,0,0
russeje01,1996,ALDS2,TEX,AL,0,0,2,0,0,0,0,9,3,1,0,0,1,0.273,3.00,0,0,0,0,11,0,1,0,0,0
sandesc02,1996,NLDS2,SDN,NL,0,0,1,1,0,0,0,13,3,4,0,4,4,0.200,8.31,0,0,0,0,20,0,4,1,0,0
shueypa01,1996,ALDS1,CLE,AL,0,0,3,0,0,0,0,6,5,2,2,2,2,0.500,9.00,0,0,0,0,12,0,2,0,0,1
smoltjo01,1996,NLCS,ATL,NL,2,0,2,2,0,0,0,45,12,2,0,3,12,0.214,1.20,0,2,0,0,59,0,2,0,0,0
smoltjo01,1996,NLDS1,ATL,NL,1,0,1,1,0,0,0,27,4,1,0,2,7,0.129,1.00,0,0,0,0,33,0,1,0,0,0
smoltjo01,1996,WS,ATL,NL,1,1,2,2,0,0,0,42,6,1,0,8,14,0.125,0.64,0,0,0,0,56,0,2,0,0,0
stantmi02,1996,ALDS2,TEX,AL,0,1,3,0,0,0,0,10,2,1,1,3,3,0.200,2.70,0,0,0,0,13,1,2,0,0,1
stottto01,1996,NLCS,SLN,NL,1,1,3,2,0,0,0,24,15,11,1,3,11,0.385,12.38,0,0,1,0,43,1,11,0,0,0
stottto01,1996,NLDS2,SLN,NL,1,0,1,1,0,0,0,20,5,1,1,2,7,0.200,1.35,0,0,1,0,28,0,1,0,0,0
tavarju01,1996,ALDS1,CLE,AL,0,0,2,0,0,0,0,4,1,0,0,2,1,0.250,0.00,0,0,0,0,6,2,0,0,0,0
valdeis01,1996,NLDS1,LAN,NL,0,1,1,1,0,0,0,19,5,3,3,0,5,0.208,4.26,0,0,0,0,24,0,3,0,0,0
valenfe01,1996,NLDS2,SDN,NL,0,0,1,0,0,0,0,2,0,0,0,2,0,0.000,0.00,1,0,0,0,4,0,0,1,0,0
verasda01,1996,NLDS2,SDN,NL,0,0,2,0,0,0,0,3,1,0,0,0,1,0.250,0.00,0,0,0,0,4,0,0,0,0,0
vosbeed01,1996,ALDS2,TEX,AL,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000,,0,0,0,0,1,0,0,0,0,0
wadete01,1996,NLCS,ATL,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0.000,0.00,0,0,0,0,1,0,0,0,0,0
wadete01,1996,WS,ATL,NL,0,0,2,0,0,0,0,2,0,0,0,1,0,0.000,0.00,0,0,0,0,3,0,0,0,0,0
weathda01,1996,ALCS,NYA,AL,1,0,2,0,0,0,0,9,3,0,0,0,0,0.250,0.00,0,0,0,0,12,1,0,0,0,0
weathda01,1996,ALDS2,NYA,AL,1,0,2,0,0,0,0,15,1,0,0,0,5,0.071,0.00,0,0,0,0,15,1,0,1,0,1
weathda01,1996,WS,NYA,AL,0,0,3,0,0,0,0,9,2,1,0,3,3,0.200,3.00,1,0,0,1,14,0,1,0,1,0
wellsda01,1996,ALCS,BAL,AL,1,0,1,1,0,0,0,20,8,3,0,3,6,0.308,4.05,0,0,1,0,30,0,3,0,0,2
wellsda01,1996,ALDS1,BAL,AL,1,0,2,2,0,0,0,41,15,7,1,4,6,0.288,4.61,1,0,0,0,58,0,7,1,1,0
wettejo01,1996,ALCS,NYA,AL,0,0,4,0,0,0,1,12,2,2,1,1,5,0.143,4.50,0,0,0,0,15,3,2,0,0,0
wettejo01,1996,ALDS2,NYA,AL,0,0,3,0,0,0,2,12,2,0,0,4,4,0.167,0.00,1,0,0,0,18,2,0,2,0,0
wettejo01,1996,WS,NYA,AL,0,0,5,0,0,0,4,13,4,1,0,1,6,0.222,2.08,1,0,0,0,19,5,1,0,0,0
wittbo01,1996,ALDS2,TEX,AL,0,0,1,1,0,0,0,10,4,3,0,2,3,0.286,8.10,0,1,0,0,16,0,3,0,0,0
wohlema01,1996,NLCS,ATL,NL,0,0,3,0,0,0,2,9,0,0,0,0,4,0.000,0.00,0,1,0,0,9,3,0,0,0,0
wohlema01,1996,NLDS1,ATL,NL,0,0,3,0,0,0,3,10,1,0,0,0,4,0.091,0.00,0,0,0,0,11,3,0,0,0,0
wohlema01,1996,WS,ATL,NL,0,0,4,0,0,0,0,13,7,3,1,2,4,0.350,6.23,1,1,0,0,22,3,3,0,0,0
worreti01,1996,NLDS2,SDN,NL,0,0,2,0,0,0,0,11,4,1,0,1,2,0.286,2.45,0,0,0,0,15,0,1,0,0,1
worreto01,1996,NLDS1,LAN,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.000,0.00,0,0,0,0,3,1,0,0,0,0
alfonan01,1997,WS,FLO,NL,0,0,3,0,0,0,0,19,6,0,0,1,5,0.250,0.00,0,0,0,0,25,1,0,0,0,1
alvarwi01,1997,NLDS1,SFN,NL,0,1,1,1,0,0,0,18,6,4,1,4,4,0.261,6.00,0,0,0,0,27,0,4,0,0,1
anderbr02,1997,ALCS,CLE,AL,1,0,3,0,0,0,0,19,1,1,0,3,7,0.048,1.42,1,0,0,0,24,1,1,0,0,0
anderbr02,1997,WS,CLE,AL,0,0,3,0,0,0,1,11,2,1,0,0,2,0.154,2.45,0,0,0,0,13,1,1,0,0,0
assenpa01,1997,ALCS,CLE,AL,1,0,5,0,0,0,0,6,5,2,1,1,3,0.455,9.00,0,0,0,0,12,0,2,0,0,0
assenpa01,1997,ALDS1,CLE,AL,0,0,4,0,0,0,0,10,2,2,1,2,2,0.182,5.40,0,0,1,0,14,0,2,0,0,1
assenpa01,1997,WS,CLE,AL,0,0,5,0,0,0,0,12,5,0,0,0,6,0.294,0.00,0,0,0,0,17,1,0,0,0,0
